klucz,short_name,nationality,club_name,league_name,position
00002179,C. Stankovic,Austria,FC Red Bull Salzburg,Austrian Football Bundesliga,GK
00000695,C. Stengs,Netherlands,AZ Alkmaar,Holland Eredivisie,RW
00015321,C. Stockton,England,Morecambe,English League Two,ST
00004708,C. Strandberg,Sweden,Al Hazem,Saudi Abdul L. Jameel League,ST
00000624,C. Stuani,Uruguay,Girona FC,Spanish Segunda División,ST
00012050,C. Styles,England,Barnsley,English League Championship,RCM
00003403,C. Tabo,Uruguay,Puebla FC,Mexican Liga MX,ST
00001007,C. Taylor,England,Burnley,English Premier League,LB
00000788,C. Tevez,Argentina,Boca Juniors,Argentina Primera División,LS
00012568,C. Thomas,England,Cheltenham Town,English League Two,RCM
00010250,C. Thompson,England,Wycombe Wanderers,English League Championship,RCM
00013871,C. Torres,Venezuela,Llaneros de Guanare,Venezuelan Primera División,LB
00001898,C. Trimmel,Austria,1. FC Union Berlin,German 1. Bundesliga,RM
00009855,C. Trueman,England,AFC Wimbledon,English League One,GK
00007319,C. Tzolis,Greece,PAOK,Greek Super League,LM
00010223,C. Urpin,Venezuela,Aragua FC,Venezuelan Primera División,RB
00007586,C. Valenzuela,Argentina,Famalicao,Portuguese Liga ZON SAGRES,LW
00012189,C. Vanhoutte,Belgium,KSV Cercle Brugge,Belgian Jupiler Pro League,RDM
00001146,C. Vargas,Colombia,Club Atlas,Mexican Liga MX,GK
00000174,C. Vela,Mexico,Los Angeles FC,USA Major League Soccer,ST
00006183,C. Vilches,Chile,Unión La Calera,Chilian Campeonato Nacional,CB
00014377,C. Waters,Scotland,Kilmarnock,Scottish Premiership,LB
00012121,C. Whelan,England,Oldham Athletic,English League Two,LCM
00000835,C. Wilson,England,Newcastle United,English Premier League,ST
00010232,C. Winchester,Northern Ireland,Forest Green Rovers,English League Two,LCM
00006935,C. Wondolowski,United States,San Jose Earthquakes,USA Major League Soccer,ST
00000826,C. Wood,New Zealand,Burnley,English Premier League,RS
00008707,C. Wood,England,Bradford City,English League Two,LB
00006730,C. Woodrow,England,Barnsley,English League Championship,RS
00003487,C. Yacob,Argentina,Nacional de Montevideo,Uruguayan Primera División,LDM
00004945,C. Yambere,Central African Republic,Ettifaq FC,Saudi Abdul L. Jameel League,RCB
00004103,C. Zimmermann,Germany,Norwich City,English League Championship,RCB
00014448,Caballero,Spain,CD Mirandés,Spanish Segunda División,RCM
00008307,Cai Huikang,China PR,Shanghai SIPG FC,Chinese Super League,RCM
00003783,Caio Milacar,Brazil,Ceará Sporting Club,Campeonato Brasileiro Série A,CAM
00002452,Caio Nunson,Brazil,Goiás,Campeonato Brasileiro Série A,RCB
00006290,Caio Padricio,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A,GK
00001625,Calero,Spain,RCD Espanyol,Spanish Segunda División,RCB
00004138,Camacho,Portugal,CD Nacional,Portuguese Liga ZON SAGRES,LW
00003602,Camilo,Brazil,Mazatlán FC,Mexican Liga MX,LS
00003535,Camora,Portugal,CFR Cluj,Romanian Liga I,LB
00007901,Campabadal,Spain,CD Lugo,Spanish Segunda División,RB
00000417,Campana,Spain,Levante UD,Spain Primera Division,RCM
00010462,Campos,Spain,C.D. Castellón,Spanish Segunda División,GK
00000254,Canales,Spain,Real Betis,Spain Primera Division,RCM
00008018,Canella,Spain,CD Lugo,Spanish Segunda División,LB
00005586,Cantero,Spain,CD Lugo,Spanish Segunda División,GK
